Test ID,Tier,Surface,Module Area,Role,Preconditions,Steps,Input,Expected Result,Expectation Source,Evidence,Invariant Defended,Risk,Actual Result,Status,Evidence Level,Device/Build,Remarks
T2-38,T2,Parent Android + Firestore,Six-iteration loop exhaustion discards all work,student/parent (household credential),R0 (T0-01) COMPLETE; Admin SDK read,"Ask a question needing five or more tool calls plus a retry -> if it exhausts, capture the error shown, the quota delta, and whether an assistantLogs row exists with ok:false","""Tell me my attendance, my homework, my fees, my results, my timetable and then raise a ticket about my ID card""","On exhaustion the caller receives an EXCEPTION, not a partial answer: six billed model calls, every Firestore read, the toolsUsed array and any assembled handoff are all discarded. The code is also semantically wrong - nothing timed out, the loop hit an iteration cap - and deadline-exceeded invites a retry that costs another quota unit.",A4 F-06 / A6 S-I4,"studentAssistant.js:531,586-594,605-610,563",I6,P2,,NOT TESTED,E2,,
T2-39,T2,Parent Android,Handoff assembled on the sixth iteration is destroyed,student/parent (household credential),R0 (T0-01) COMPLETE,Construct a question that reaches raise_helpdesk_ticket only on the final iteration -> record whether the Open Support button appears or an error does,A multi-record question ending in a helpdesk request,"If the handoff is built on iteration 6, the drafted support request is destroyed and the student sees an error instead of the Open Support button - the feature's only escape hatch, destroyed at the exact moment it was needed.",A6 S-I4 / A4 F-06,"studentAssistant.js:586-594,563,605-610",I2,P2,,NOT TESTED,E2,,
T2-40,T2,Parent Android + Firestore,Text alongside a function call is dropped,student/parent (household credential),R0 (T0-01) COMPLETE,"Across twenty multi-tool turns, watch for any reply that seems to be missing an introductory sentence -> if the model ever emits text alongside a functionCall, that text is silently discarded every iteration",Twenty multi-tool questions,"Record whether Gemini 3.1 Flash-Lite ever returns text AND a functionCall in one response. If it does, the response is treated as final only when there are zero calls, so that text is dropped on every tool turn.",A4 F-06 secondary - [UNKNOWN] at E2,studentAssistant.js:552-554,,P3,,NOT TESTED,E2,,
T2-41,T2,Parent Android + Firestore,A tool failure is absorbed into a successful answer,student/parent (household credential),R0 (T0-01) COMPLETE; a way to break one tool,"Break one tool (remove its index, or set a sectionKey that matches nothing) -> ask a question needing it -> record the HTTP result, the reply text, whether a chip renders, and whether the log row mentions the failure",A question routed to the broken tool,"There is NO tool-failed terminal state: a throw is caught, converted into a functionResponse reading 'That lookup failed', and the loop continues. The student receives a FLUENT turn, the HTTP result is success, no chip renders and the failed tool never appears in assistantLogs. There is no state, log or metric distinguishing a healthy turn from one where every tool failed.",A6 section 2.2,"studentAssistant.js:583-602,604,531",I7,P1,,NOT TESTED,E2,,
T2-42,T2,Parent Android,Unknown tool name short-circuits with no log line,student/parent (household credential),R0 (T0-01) COMPLETE,"This requires either a modified deployment or observation over many turns. Record whether the model ever emits a tool name absent from the dispatch table, and whether anything at all is logged when it does",(observation across many turns),Dispatch is a closed lookup with an unknown-name guard - the model cannot invoke anything absent from the table. But an unknown name short-circuits with NO log line at all.,A6 section 2.2 / I5,"studentAssistant.js:578,582",I5,P3,,NOT TESTED,E2,,
T2-43,T2,Parent Android + panel,Missing index degrades to an opaque message,student/parent (household credential),A test environment where the homework composite index can be removed,Remove the homework composite index in a test project -> ask a homework question -> capture the exact message the student sees,"""What homework do I have?"" with the index missing","The student sees only 'That lookup failed.' The CF correctly fails CLOSED (unlike the app, which widens the query and re-filters client-side - the pattern CLAUDE.md names as this codebase's most repeated bug), so the BEHAVIOUR is right and the MESSAGE is the defect: it tells the student nothing actionable.",A7 D7,studentAssistant.js:596-602; HomeworkFirestoreRepository.kt:94-131,,P2,,NOT TESTED,E2,,
T2-44,T2,CF callable (direct) + Firestore,Quota is not refunded on loop exhaustion,student/parent (household credential),R0 (T0-01) COMPLETE; Admin SDK read,Record the quota count -> force a six-iteration exhaustion -> re-read the count -> confirm whether a log row exists,A question that exhausts the loop,"The bucket is left at n+1 permanently. No compensating write exists anywhere in functions/ (verified: grep for increment(- returns only an unrelated module). This path DOES write a log row with ok:false, unlike the Vertex-throw and container-kill paths.",A6 section 3.3 path 3 / A4 F-03,"studentAssistant.js:483,607-610,191-209",I6,P2,,NOT TESTED,E2,,
T2-45,T2,CF callable (direct) + Firestore,Container kill at 120s leaves no trace,student/parent (household credential),R0 (T0-01) COMPLETE; a way to drive a turn past 120s,"Drive a turn past the 120s function budget -> record the client outcome, the quota delta and whether ANY log row exists",A maximal multi-tool question,"The container is killed mid-loop, so neither writeLog site is reached: quota moved, audit trail silent. Combined with the client's 70s abort this means the MOST EXPENSIVE requests in the system are precisely the ones absent from the audit trail - cost telemetry is biased low exactly where it matters.",A6 section 3.3 path 4 / A9-03 / A4 F-10(c),"studentAssistant.js:479,483,557,607",I6 and I7,P2,,NOT TESTED,E2,,
T2-46,T2,Parent Android + Firestore,Double-tap send,student/parent (household credential),R0 (T0-01) COMPLETE; Admin SDK read,Record the quota count -> tap Send twice within 200 ms -> re-read the count and the log row count -> repeat ten times,"""What homework do I have?"" double-tapped","One decrement and one log row per logical question. The guard reads isThinking then updates it with no suspension point between, and every caller is a main-thread Compose callback - so it holds by ACCIDENT OF THREADING, not by design. There is no compareAndSet and no idempotency key.",A3 Q2 / A4 F-04,"AssistantViewModel.kt:39,49-55; AssistantScreen.kt:121,123,323,334",G5,P1,,NOT TESTED,E2,,
T2-47,T2,Parent Android + Firestore,"Two devices, same account, simultaneous send",student/parent (household credential),R0 (T0-01) COMPLETE; two devices signed in to the same credential,Record the quota count -> send simultaneously from both devices -> re-read the count,Two different questions sent within 100 ms of each other,"Both succeed and the count is exactly +2. consumeQuota is a real transaction so this should hold - but it is a read-modify-write, not FieldValue.increment, and its safety is an emergent property of there being exactly one writer.",A6 DISPUTE 2 / A8 answer 5,studentAssistant.js:194-208,I6,P1,,NOT TESTED,E2,,
T2-48,T2,Parent Android + Firestore,Two devices racing the last quota unit,student/parent (household credential),R0 (T0-01) COMPLETE; two devices; count driven to 29,Drive the count to 29 -> send from both devices within 100 ms -> record the final count and each device's outcome,Two simultaneous sends at count 29,"Exactly one succeeds, the other gets resource-exhausted, and the final count is 30. A count of 31 is a transaction failure.",A6 section 3.2 / A11 B-52,"studentAssistant.js:194-208,197-200",I6,P1,,NOT TESTED,E2,,
T2-49,T2,Parent Android,Sibling switch mid-request,student/parent (household credential),R0 (T0-01) COMPLETE; a parent with two enrolled children,"As the parent, send a question from the assistant -> switch the active child on the dashboard BEFORE the reply lands -> return to the assistant -> record which child the reply is about and which child every other surface now shows","""What is my attendance?"" then switch sibling within 1s",The reply is about the child the UI shows. WHAT IS PREDICTED: the assistant answers about the originally-logged-in child while every other surface shows the newly-selected one - the same root as T0-18.,A7 C1 / A11 B-53,"DashboardViewModel.kt:259-328; studentAssistant.js:126,496",G2 - intact; correctness/identity,P1,,NOT TESTED,E2,,
T2-50,T2,CF callable (direct),Direct callable bypasses every client-side guard,student/parent (household credential),R0 (T0-01) COMPLETE; security-test authorisation,"From curl or a Node script with a valid student ID token, send three requests in parallel -> confirm they all execute -> confirm the client's isThinking re-entrancy guard, its isError filtering and any future client-side length limit are all irrelevant",Three parallel direct calls,"All three execute. There is NO App Check anywhere in this project (grep for enforceAppCheck across functions/*.js returns nothing), so the callable is reachable by any authenticated Firebase user holding a student or parent role claim. Record that this does NOT grant another student's data, any write, or a quota bypass.",A8 answer 7 / A3 M-17,"studentAssistant.js:478-479; AssistantViewModel.kt:38,43-47",Z2 (intact),P2,,NOT TESTED,E2,,
T2-51,T2,CF callable (direct),500-turn history is safely capped,student/parent (household credential),R0 (T0-01) COMPLETE; security-test authorisation,Send a payload with 500 well-formed history turns -> record whether it is accepted and how long it takes,"data.messages with 500 valid {role,content} entries",Accepted and safely capped: the server slices to the last 20 messages BEFORE the model call. This is a control that HOLDS.,A4 Q1 / Q2 - MAX_TURNS is live and correctly applied,"studentAssistant.js:487,82",,P2,,NOT TESTED,E2,,
T2-52,T2,CF callable (direct),Malformed trailing turns silently empty the history,student/parent (household credential),R0 (T0-01) COMPLETE; security-test authorisation,"Send a payload whose FIRST 30 turns are valid and whose LAST 20 are malformed (missing role, non-string content) -> record whether the model receives any history at all","50 turns: 30 valid, then 20 malformed","Record the behaviour. The slice runs BEFORE the validity filter, so a tail of 20 malformed entries silently yields an EMPTY history and discards the valid earlier turns - with no error and no signal to anyone.",A4 F-11 ordering wrinkle / Q1,"studentAssistant.js:487,504-511",,P3,,NOT TESTED,E2,,
T2-53,T2,CF callable (direct),Both 'assistant' and 'model' role labels are accepted,student/parent (household credential),R0 (T0-01) COMPLETE; security-test authorisation,Send two payloads identical except that one labels the prior turn 'assistant' and the other labels it 'model' -> confirm both are accepted and both map to Gemini's authoritative model role,Two payloads differing only in the role label,Both are accepted and both map to model. Neither is verified against anything. The recommendation on record is to drop both labels and derive the role POSITIONALLY.,A8 F1 / A4 F-09,studentAssistant.js:506-511,I4,P2,,NOT TESTED,E2,,
